"Professor","Course","Semester","AcademicYear","StudentName","EvaluationScore"
"Sue","Commercial Law","Fall",2020,"Orlan Senogles",77.37812471
"Tony","Modern History","Spring",2020,"Orlan Senogles",68.60495817
"Jason","Big Data","Fall",2023,"Orlan Sextone",66.11743421
"Fiona","Financial Modeling","Fall",2021,"Orly Spafford",69.92305868
"Jason","Big Data","Spring",2021,"Orly Spafford",79.66481755
"Jimmy","Counseling Psychology","Spring",2021,"Orly Spafford",65.8370451
"Sue","Commercial Law","Spring",2021,"Orly Spafford",71.02737912
"Wang","Data Visualization","Fall",2021,"Orly Spafford",69.48044131
"Wang","Statistics","Fall",2021,"Orly Spafford",68.64982542
"Antony","Communication","Fall",4047,"Orton Salvage",138.63908642
"Cindy","Accounting","Fall",4047,"Orton Salvage",145.12613938
"Jack","US History","Fall",2023,"Orton Salvage",71.39305807
"Jack","Urban sociology","Spring",2023,"Orton Salvage",70.20845306
"Jason","Big Data","Fall",2023,"Orton Salvage",75.58563793
"Jill","Environmental Ethics","Fall",2023,"Orton Salvage",86.72012391
"Kim","Python2","Spring",2023,"Orton Salvage",85.58728865
"Lee","Data Visualization","Fall",2023,"Orton Salvage",72.23341947
"Peter","General Biology","Fall",2023,"Orton Salvage",76.41582284
"Sue","Commercial Law","Fall",2023,"Orton Salvage",71.86223714
"Tim","Investment","Fall",2023,"Orton Salvage",83.66061614
"Wang","Statistics","Fall",2023,"Orton Salvage",67.40515392
"Andrew","Investment","Spring",2019,"Page Kipping",66.63141526
"Antony","Communication","Fall",4043,"Page Kipping",152.93999696
"Cindy","Financial Modeling","Fall",4043,"Page Kipping",137.01418764
"Jack","US History","Fall",2019,"Page Kipping",72.04222521
"Jill","Environmental Ethics","Spring",2019,"Page Kipping",85.09557524
"Jimmy","Counseling Psychology","Spring",2019,"Page Kipping",67.89089023
"Kim","Data Visualization","Fall",2019,"Page Kipping",85.90631148
"Kim","Python2","Fall",2019,"Page Kipping",86.0687209
"Peter","General Biology","Fall",2019,"Page Kipping",78.17818988
"Sue","Commercial Law","Fall",2019,"Page Kipping",75.16608724
"Tim","Accounting","Fall",2019,"Page Kipping",70.66846207
"Tina","Big Data","Spring",2019,"Page Kipping",78.51181061
"Tony","Modern History","Spring",2019,"Page Kipping",71.90237223
"Jack","US History","Spring",2022,"Pancho D'Onisi",73.11248538
"Jack","Urban sociology","Fall",2022,"Pancho D'Onisi",68.54730903
"Kim","Python2","Spring",2022,"Pancho D'Onisi",67.44536397
"Lee","Data Visualization","Spring",2022,"Pancho D'Onisi",70.58541103
"Lee","Statistics","Spring",2022,"Pancho D'Onisi",68.48073524
"Sue","Commercial Law","Spring",2022,"Pancho D'Onisi",69.80948887
"Antony","Communication","Fall",4047,"Pandora Brauninger",154.7133965
"Fiona","Financial Modeling","Fall",4047,"Pandora Brauninger",159.46851132
"Jill","Environmental Ethics","Fall",2023,"Pandora Brauninger",68.1064886
"Kim","Python2","Spring",2023,"Pandora Brauninger",82.16397261
"Sue","Commercial Law","Fall",2023,"Pandora Brauninger",77.31765698
"Tim","Investment","Spring",2023,"Pandora Brauninger",80.48934515
"Tony","Modern History","Spring",2023,"Pandora Brauninger",81.87736435
"Antony","Communication","Spring",4043,"Paolo Sympson",140.50070546
"Jill","Environmental Ethics","Spring",2019,"Paolo Sympson",75.10462871
"Tim","Accounting","Spring",2019,"Paolo Sympson",78.57543555
"Wang","Data Visualization","Spring",2019,"Paolo Sympson",71.39419902
"Antony","Communication","Fall",4044,"Papagena Callender",146.78720772
"Jane","Urban sociology","Spring",2020,"Papagena Callender",76.66410232
"Jimmy","Counseling Psychology","Spring",2020,"Papagena Callender",90.9765773
"Lee","Statistics","Fall",2020,"Papagena Callender",86.64505732
"Cindy","Accounting","Fall",4045,"Paquito Kennifeck",138.2410026
"Jimmy","Counseling Psychology","Fall",2021,"Paquito Kennifeck",73.47019631
"Sue","Commercial Law","Fall",2021,"Paquito Kennifeck",75.85758585
"Wang","Statistics","Spring",2021,"Paquito Kennifeck",70.71762496
"Jack","US History","Fall",2023,"Parker Bowling",73.39318474
"Jack","Urban sociology","Spring",2023,"Parker Bowling",74.69530325
"Jimmy","Counseling Psychology","Spring",2023,"Parker Bowling",71.83481591
"Lee","Python2","Fall",2023,"Parker Bowling",71.06602509
"Tim","Investment","Fall",2023,"Parker Bowling",71.98017472
"Jimmy","Counseling Psychology","Fall",2019,"Parnell Shackleford",73.18081051
"Jill","Environmental Ethics","Fall",2022,"Pate Arnley",71.46324774
"Andrew","Investment","Fall",2020,"Paton Cantua",78.40637926
"Fiona","Financial Modeling","Spring",2020,"Paton Cantua",79.6829104
"Antony","Communication","Spring",4043,"Patton Heberden",147.23449426
"Cindy","Financial Modeling","Fall",4043,"Patton Heberden",150.68896802
"Jack","Urban sociology","Spring",2019,"Patton Heberden",69.14244495
"Jimmy","Counseling Psychology","Fall",2019,"Patton Heberden",81.73795443
"Kim","Python2","Fall",2019,"Patton Heberden",67.44644245
"Lee","Statistics","Fall",2019,"Patton Heberden",67.07922757
"Peter","General Biology","Spring",2019,"Patton Heberden",72.53620384
"Sue","Commercial Law","Spring",2019,"Patton Heberden",73.51559985
"Tim","Accounting","Fall",2019,"Patton Heberden",80.74250983
"Tim","Investment","Fall",2019,"Patton Heberden",74.75459448
"Tony","Modern History","Fall",2019,"Patton Heberden",72.17497522
"Wang","Data Visualization","Spring",2019,"Patton Heberden",69.81789727
"Jason","Big Data","Spring",2021,"Paula Curner",70.29318368
"Jill","Environmental Ethics","Fall",2021,"Paula Curner",87.34710969
"Lee","Data Visualization","Spring",2021,"Paula Curner",81.5080314
"Lee","Python2","Fall",2021,"Paula Curner",71.8319533
"Wang","Statistics","Fall",2021,"Paula Curner",69.17226143
"Andrew","Investment","Fall",2020,"Paulita Scahill",70.21902993
"Cindy","Accounting","Fall",4044,"Paulita Scahill",147.12292308
"Cindy","Financial Modeling","Fall",4044,"Paulita Scahill",149.40529202
"Jason","Big Data","Spring",2020,"Paulita Scahill",82.30883301
"Jimmy","Counseling Psychology","Fall",2020,"Paulita Scahill",83.73580018
"Kim","Data Visualization","Fall",2020,"Paulita Scahill",73.46164741
"Lee","Python2","Spring",2020,"Paulita Scahill",73.73575223
"Lee","Statistics","Fall",2020,"Paulita Scahill",68.065651
"Fiona","Financial Modeling","Fall",2021,"Pauly Inger",70.00863763
"Jill","Environmental Ethics","Spring",2021,"Pauly Inger",83.57488135
"Jimmy","Counseling Psychology","Spring",2021,"Pauly Inger",79.2391942
"Peter","General Biology","Fall",2021,"Pauly Inger",68.24890948
"Sue","Commercial Law","Spring",2021,"Pauly Inger",77.95802293
"Tina","Big Data","Fall",2021,"Pauly Inger",71.19487845
"Tony","Modern History","Spring",2021,"Pauly Inger",68.28674623
"Wang","Data Visualization","Fall",2021,"Pauly Inger",68.97097297
"Wang","Statistics","Spring",2021,"Pauly Inger",69.1640448
"Fiona","Financial Modeling","Fall",4045,"Pavia Sames",148.10539342
"Jack","Urban sociology","Spring",2019,"Payton Laugier",70.55149222
"Jill","Environmental Ethics","Fall",2019,"Payton Laugier",86.23197008
"Jimmy","Counseling Psychology","Fall",2019,"Payton Laugier",79.75891115
"Peter","General Biology","Spring",2019,"Payton Laugier",73.26549291
"Sue","Commercial Law","Spring",2019,"Payton Laugier",76.33601372
"Tim","Investment","Fall",2019,"Payton Laugier",80.88420911
"Antony","Communication","Fall",4044,"Pearl Dilrew",169.59352082
"Cindy","Accounting","Spring",4044,"Pearl Dilrew",155.91390734
"Jason","Big Data","Fall",2020,"Pearl Dilrew",65.58676761
"Jimmy","Counseling Psychology","Fall",2020,"Pearl Dilrew",75.02400468
"Kim","Data Visualization","Fall",2020,"Pearl Dilrew",83.67684778
"Lee","Python2","Fall",2020,"Pearl Dilrew",69.77036746
"Peter","General Biology","Spring",2020,"Pearl Dilrew",86.5053906
"Tim","Investment","Spring",2020,"Pearl Dilrew",70.38728615
"Antony","Communication","Fall",4044,"Pen Schulze",151.97851652
"Cindy","Financial Modeling","Fall",4044,"Pen Schulze",147.21543496
"Jill","Environmental Ethics","Spring",2020,"Pen Schulze",82.89583292
"Jimmy","Counseling Psychology","Spring",2020,"Pen Schulze",71.83037058
"Lee","Data Visualization","Spring",2020,"Pen Schulze",80.69162105
"Lee","Python2","Fall",2020,"Pen Schulze",81.16643253
"Lee","Statistics","Fall",2020,"Pen Schulze",81.90466767
"Sue","Commercial Law","Fall",2020,"Pen Schulze",77.33400361
"Tim","Investment","Spring",2020,"Pen Schulze",77.00216193
"Cindy","Accounting","Fall",4045,"Perceval Brock",150.16364692
"Fiona","Financial Modeling","Fall",4045,"Perceval Brock",159.79502778
"Jill","Environmental Ethics","Fall",2021,"Perceval Brock",84.83052116
"Lee","Data Visualization","Spring",2021,"Perceval Brock",78.31284689
"Lee","Python2","Fall",2021,"Perceval Brock",76.54354995
"Peter","General Biology","Spring",2021,"Perceval Brock",65.49464591
"Sue","Commercial Law","Fall",2021,"Perceval Brock",71.81280361
"Tina","Big Data","Fall",2021,"Perceval Brock",80.08616919
"Tony","Modern History","Fall",2021,"Perceval Brock",70.63579026
"Antony","Communication","Fall",4044,"Percival Waterhowse",149.69057606
"Cindy","Accounting","Fall",4044,"Percival Waterhowse",143.98734618
"Jack","US History","Fall",2020,"Percival Waterhowse",69.45011912
"Jack","Urban sociology","Fall",2020,"Percival Waterhowse",71.27140681
"Jason","Big Data","Spring",2020,"Percival Waterhowse",83.94740251
"Jill","Environmental Ethics","Fall",2020,"Percival Waterhowse",67.23286076
"Jimmy","Counseling Psychology","Spring",2020,"Percival Waterhowse",67.08824951
"Lee","Python2","Spring",2020,"Percival Waterhowse",73.34977271
"Lee","Statistics","Fall",2020,"Percival Waterhowse",73.70314255
"Peter","General Biology","Spring",2020,"Percival Waterhowse",66.10641468
"Sue","Commercial Law","Fall",2020,"Percival Waterhowse",74.29129197
"Cindy","Accounting","Fall",4045,"Peta Baynam",137.74248056
"Jill","Environmental Ethics","Fall",2021,"Peta Baynam",86.08709398
"Peter","General Biology","Fall",2021,"Peta Baynam",79.39054626
"Tim","Investment","Fall",2021,"Peta Baynam",76.09801991
"Lee","Data Visualization","Fall",2023,"Peterus Jouannisson",70.63124351
"Andrew","Investment","Spring",2021,"Peterus Mountlow",69.93095935
"Antony","Communication","Fall",4045,"Peterus Mountlow",175.20725716
"Jason","Big Data","Spring",2021,"Peterus Mountlow",67.30522475
"Jill","Environmental Ethics","Spring",2021,"Peterus Mountlow",73.17259934
"Lee","Python2","Spring",2021,"Peterus Mountlow",70.40569382
"Peter","General Biology","Fall",2021,"Peterus Mountlow",65.98867438
"Tony","Modern History","Fall",2021,"Peterus Mountlow",78.50374625
"Wang","Data Visualization","Fall",2021,"Peterus Mountlow",70.34870368
"Wang","Statistics","Fall",2021,"Peterus Mountlow",70.22661455
"Antony","Communication","Spring",4045,"Petey Risebrow",136.76874494
"Cindy","Accounting","Spring",4045,"Petey Risebrow",145.45444906
"Jack","US History","Fall",2021,"Petey Risebrow",75.49187281
"Tony","Modern History","Fall",2021,"Petey Risebrow",79.41029036
"Wang","Statistics","Spring",2021,"Petey Risebrow",69.73096839
"Cindy","Accounting","Spring",4047,"Petronia Faro",153.169259
"Jill","Environmental Ethics","Spring",2023,"Petronia Faro",71.36688774
"Kim","Python2","Spring",2023,"Petronia Faro",80.6980633
"Lee","Data Visualization","Fall",2023,"Petronia Faro",81.30490965
"Lee","Statistics","Spring",2023,"Petronia Faro",77.35698755
"Peter","General Biology","Fall",2023,"Petronia Faro",79.53766653
"Kim","Data Visualization","Fall",2020,"Phaidra Cortnay",67.45785053
"Sue","Commercial Law","Spring",2020,"Phaidra Cortnay",68.93304103
"Antony","Communication","Fall",4047,"Phillida Beden",177.3054715
"Jason","Big Data","Fall",2023,"Phillida Beden",96.80858669
"Lee","Statistics","Spring",2023,"Phillida Beden",91.09827948
"Jill","Environmental Ethics","Fall",2021,"Phillipp Sedgman",76.94770799
"Jimmy","Counseling Psychology","Spring",2021,"Phillipp Sedgman",79.73186865
"Lee","Python2","Fall",2021,"Phillipp Sedgman",71.5620976
"Cindy","Accounting","Fall",4047,"Phillis Roddie",189.09219232
"Fiona","Financial Modeling","Fall",2023,"Phillis Roddie",82.47313769
"Jack","US History","Fall",2023,"Phillis Roddie",86.0033518
"Jack","Urban sociology","Fall",2023,"Phillis Roddie",85.69926875
"Jill","Environmental Ethics","Fall",2023,"Phillis Roddie",84.78074149
"Jimmy","Counseling Psychology","Fall",2023,"Phillis Roddie",96.5696441
"Kim","Python2","Spring",2023,"Phillis Roddie",86.28634368
"Lee","Data Visualization","Fall",2023,"Phillis Roddie",93.97354406
"Peter","General Biology","Spring",2023,"Phillis Roddie",83.46357831
"Sue","Commercial Law","Spring",2023,"Phillis Roddie",90.82342953
"Tim","Investment","Fall",2023,"Phillis Roddie",85.41830488
"Tony","Modern History","Spring",2023,"Phillis Roddie",93.6768554
"Wang","Statistics","Fall",2023,"Phillis Roddie",74.16303273
"Jane","US History","Spring",2023,"Phyllis Webber",70.06088406
"Jason","Big Data","Fall",2023,"Phyllis Webber",77.8187063
"Jill","Environmental Ethics","Fall",2023,"Phyllis Webber",72.72120388
"Lee","Data Visualization","Fall",2023,"Phyllis Webber",74.88498569
"Sue","Commercial Law","Spring",2023,"Phyllis Webber",75.20127917
"Tony","Modern History","Fall",2023,"Phyllis Webber",79.53993724
"Wang","Statistics","Fall",2023,"Phyllis Webber",68.82454284
"Kim","Python2","Fall",2019,"Poul Riches",78.33131063
"Jason","Big Data","Spring",2022,"Powell Taber",74.7624547
"Jimmy","Counseling Psychology","Spring",2022,"Powell Taber",79.7408949
"Sue","Commercial Law","Fall",2022,"Powell Taber",74.01255008
"Antony","Communication","Fall",4046,"Prescott Cornford",175.90765828
"Jill","Environmental Ethics","Fall",2022,"Prescott Cornford",75.31806895
"Jack","US History","Fall",2023,"Prudence Lulham",72.01626364
"Jack","Urban sociology","Fall",2023,"Prudence Lulham",70.94954838
"Lee","Data Visualization","Fall",2023,"Prudence Lulham",70.71249261
"Peter","General Biology","Fall",2023,"Prudence Lulham",72.43627867
"Andrew","Investment","Spring",2019,"Quill Guidera",87.88469383
"Antony","Communication","Fall",4043,"Quill Guidera",162.86216352
"Cindy","Financial Modeling","Fall",4043,"Quill Guidera",144.05202932
"Jack","US History","Fall",2019,"Quill Guidera",69.05837191
"Jack","Urban sociology","Spring",2019,"Quill Guidera",68.88947799
"Jill","Environmental Ethics","Fall",2019,"Quill Guidera",73.75662019
"Kim","Data Visualization","Fall",2019,"Quill Guidera",72.9237768
"Kim","Python2","Fall",2019,"Quill Guidera",79.15669881
"Sue","Commercial Law","Spring",2019,"Quill Guidera",77.16961561
"Tim","Accounting","Fall",2019,"Quill Guidera",75.60340455
"Tina","Big Data","Spring",2019,"Quill Guidera",70.33103206
"Antony","Communication","Spring",4045,"Quintilla Glenton",148.48569222
"Fiona","Financial Modeling","Fall",2021,"Quintilla Glenton",72.82774535
"Jack","US History","Fall",2021,"Quintilla Glenton",71.66387063
"Jack","Urban sociology","Spring",2021,"Quintilla Glenton",75.30969784
"Jason","Big Data","Spring",2021,"Quintilla Glenton",73.37792735
"Jill","Environmental Ethics","Fall",2021,"Quintilla Glenton",84.30210332
"Jimmy","Counseling Psychology","Spring",2021,"Quintilla Glenton",82.30370344
"Lee","Python2","Fall",2021,"Quintilla Glenton",81.52533969
"Peter","General Biology","Fall",2021,"Quintilla Glenton",77.85865201
"Sue","Commercial Law","Fall",2021,"Quintilla Glenton",70.8340735
"Tim","Investment","Fall",2021,"Quintilla Glenton",78.39146396
"Tony","Modern History","Spring",2021,"Quintilla Glenton",78.92060392
"Wang","Data Visualization","Fall",2021,"Quintilla Glenton",81.60303881
"Wang","Statistics","Spring",2021,"Quintilla Glenton",71.35687767
"Sue","Commercial Law","Spring",2021,"Rabi Hacquel",73.72857878
"Jill","Environmental Ethics","Fall",2022,"Raddie Ireland",75.00685848
"Andrew","Investment","Fall",2022,"Raimondo Skeels",74.32618281
"Antony","Communication","Fall",4046,"Raimondo Skeels",164.02630876
"Fiona","Financial Modeling","Fall",2022,"Raimondo Skeels",70.90831573
"Jill","Environmental Ethics","Fall",2022,"Raimondo Skeels",88.06603673
"Jimmy","Counseling Psychology","Fall",2022,"Raimondo Skeels",80.03360484
"Kim","Python2","Fall",2022,"Raimondo Skeels",79.65083143
"Peter","General Biology","Spring",2022,"Raimondo Skeels",75.58798081
"Sue","Commercial Law","Fall",2022,"Raimondo Skeels",68.5606135
"Tim","Accounting","Spring",2022,"Raimondo Skeels",69.00213075
"Andrew","Investment","Fall",2020,"Raleigh Broschek",83.52406236
"Antony","Communication","Spring",4044,"Raleigh Broschek",158.37463292
"Cindy","Accounting","Spring",4044,"Raleigh Broschek",148.76553434
"Fiona","Financial Modeling","Spring",2020,"Raleigh Broschek",72.61584705
"Jack","US History","Fall",2020,"Raleigh Broschek",71.21240527
"Jack","Urban sociology","Fall",2020,"Raleigh Broschek",68.08861282
"Jason","Big Data","Spring",2020,"Raleigh Broschek",71.58917655
"Jill","Environmental Ethics","Fall",2020,"Raleigh Broschek",75.0656179
"Jimmy","Counseling Psychology","Fall",2020,"Raleigh Broschek",80.51041618
"Kim","Data Visualization","Fall",2020,"Raleigh Broschek",86.49166248
"Peter","General Biology","Spring",2020,"Raleigh Broschek",74.99566187
"Sue","Commercial Law","Spring",2020,"Raleigh Broschek",78.11351336
"Tony","Modern History","Fall",2020,"Raleigh Broschek",69.63566925
"Antony","Communication","Fall",4045,"Randal Goosey",171.8268688
"Jack","Urban sociology","Spring",2021,"Randal Goosey",72.85488047
"Jill","Environmental Ethics","Fall",2021,"Randal Goosey",84.45626049
"Jimmy","Counseling Psychology","Spring",2021,"Randal Goosey",69.66843403
"Lee","Python2","Spring",2021,"Randal Goosey",71.86694782
"Sue","Commercial Law","Spring",2021,"Randal Goosey",69.66136922
"Tim","Investment","Fall",2021,"Randal Goosey",74.83813275
"Tina","Big Data","Fall",2021,"Randal Goosey",78.32530169
"Tony","Modern History","Fall",2021,"Randal Goosey",73.30693592
"Wang","Data Visualization","Fall",2021,"Randal Goosey",69.32176631
"Wang","Statistics","Spring",2021,"Randal Goosey",68.20543931
"Cindy","Accounting","Fall",4044,"Randall Connechie",139.65485504
"Cindy","Financial Modeling","Fall",4044,"Randall Connechie",137.6971921
"Jack","US History","Fall",2020,"Randall Connechie",72.38019855
"Jane","Urban sociology","Spring",2020,"Randall Connechie",72.16586683
"Jason","Big Data","Fall",2020,"Randall Connechie",83.03043608
"Jill","Environmental Ethics","Fall",2020,"Randall Connechie",87.35677911
"Jimmy","Counseling Psychology","Spring",2020,"Randall Connechie",81.19001318
"Lee","Data Visualization","Spring",2020,"Randall Connechie",78.40839599
"Lee","Python2","Fall",2020,"Randall Connechie",80.25871815
"Peter","General Biology","Fall",2020,"Randall Connechie",70.78106432
"Sue","Commercial Law","Fall",2020,"Randall Connechie",78.39810634
"Tony","Modern History","Fall",2020,"Randall Connechie",72.33594152
"Andrew","Investment","Spring",2019,"Randall Gallaway",78.32067193
"Antony","Communication","Fall",4043,"Randall Gallaway",168.44149292
"Cindy","Financial Modeling","Fall",4043,"Randall Gallaway",143.23073022
"Jimmy","Counseling Psychology","Spring",2019,"Randall Gallaway",72.25311762
"Kim","Python2","Spring",2019,"Randall Gallaway",79.11952166
"Lee","Statistics","Fall",2019,"Randall Gallaway",74.60615406
"Peter","General Biology","Fall",2019,"Randall Gallaway",69.1162894
"Tony","Modern History","Fall",2019,"Randall Gallaway",68.46478547
"Antony","Communication","Fall",4047,"Rania Matitiaho",162.83129448
"Cindy","Accounting","Spring",4047,"Rania Matitiaho",153.60406876
"Fiona","Financial Modeling","Fall",4047,"Rania Matitiaho",151.22352068
"Jill","Environmental Ethics","Spring",2023,"Rania Matitiaho",82.83710435
"Lee","Data Visualization","Fall",2023,"Rania Matitiaho",79.50819605
"Peter","General Biology","Spring",2023,"Rania Matitiaho",76.68922944
"Tony","Modern History","Fall",2023,"Rania Matitiaho",70.44013831
"Antony","Communication","Fall",4045,"Raynard Handrik",164.64485572
"Jason","Big Data","Spring",2021,"Raynard Handrik",77.52389772
"Andrew","Investment","Fall",2022,"Rebe Gamage",73.46327816
"Fiona","Financial Modeling","Fall",2022,"Rebe Gamage",77.94396987
"Jack","US History","Fall",2022,"Rebe Gamage",73.19072984
"Jack","Urban sociology","Fall",2022,"Rebe Gamage",74.61223979
"Lee","Data Visualization","Fall",2022,"Rebe Gamage",74.93594683
"Tim","Accounting","Fall",2022,"Rebe Gamage",74.1922284
"Cindy","Accounting","Spring",4044,"Rebeka Ickov",149.2804178
"Fiona","Financial Modeling","Spring",2020,"Rebeka Ickov",72.50879829
"Jason","Big Data","Spring",2020,"Rebeka Ickov",79.72584571
"Jill","Environmental Ethics","Spring",2020,"Rebeka Ickov",78.28745707
"Lee","Data Visualization","Spring",2020,"Rebeka Ickov",74.01817212
"Lee","Python2","Fall",2020,"Rebeka Ickov",68.55078909
"Sue","Commercial Law","Spring",2020,"Rebeka Ickov",76.20174015
"Tony","Modern History","Fall",2020,"Rebeka Ickov",74.37873863
"Antony","Communication","Spring",4043,"Reeba Duckit",132.32011418
"Cindy","Financial Modeling","Fall",4043,"Reeba Duckit",153.1929711
"Jill","Environmental Ethics","Fall",2019,"Reeba Duckit",83.35397855
"Kim","Python2","Spring",2019,"Reeba Duckit",84.81499601
"Sue","Commercial Law","Spring",2019,"Reeba Duckit",69.28878503
"Tim","Investment","Fall",2019,"Reeba Duckit",82.24900751
"Tony","Modern History","Spring",2019,"Reeba Duckit",72.80229092
"Cindy","Accounting","Fall",4044,"Reggi Purrier",150.13506512
"Fiona","Financial Modeling","Spring",2020,"Reggi Purrier",72.0516146
"Jack","US History","Fall",2020,"Reggi Purrier",68.49292863
"Jack","Urban sociology","Fall",2020,"Reggi Purrier",72.35737868
"Jason","Big Data","Spring",2020,"Reggi Purrier",78.27499514
"Jill","Environmental Ethics","Fall",2020,"Reggi Purrier",73.15529903
"Jimmy","Counseling Psychology","Fall",2020,"Reggi Purrier",68.05852774
"Lee","Data Visualization","Spring",2020,"Reggi Purrier",79.96258555
"Lee","Statistics","Fall",2020,"Reggi Purrier",80.42019581
"Peter","General Biology","Fall",2020,"Reggi Purrier",76.64820119
"Sue","Commercial Law","Fall",2020,"Reggi Purrier",68.52487992
"Cindy","Accounting","Fall",4044,"Reidar Vaskov",147.67013022
"Lee","Data Visualization","Spring",2020,"Reinaldo Bonnesen",79.46894145
"Antony","Communication","Fall",4044,"Reinold Lie",157.46119584
"Cindy","Accounting","Fall",4044,"Reinold Lie",171.13515296
"Fiona","Financial Modeling","Spring",2020,"Reinold Lie",86.03050862
"Jack","Urban sociology","Fall",2020,"Reinold Lie",79.07044217
"Jason","Big Data","Fall",2020,"Reinold Lie",82.62585352
"Jill","Environmental Ethics","Fall",2020,"Reinold Lie",76.44296104
"Jimmy","Counseling Psychology","Spring",2020,"Reinold Lie",91.055376
"Kim","Data Visualization","Fall",2020,"Reinold Lie",87.40640502
"Lee","Statistics","Spring",2020,"Reinold Lie",87.48097635
"Peter","General Biology","Fall",2020,"Reinold Lie",85.79205933
"Sue","Commercial Law","Fall",2020,"Reinold Lie",84.31751727
"Tim","Investment","Spring",2020,"Reinold Lie",87.54650058
"Tony","Modern History","Spring",2020,"Reinold Lie",84.09358527
"Cindy","Financial Modeling","Spring",4045,"Renaldo Dabner",161.48389774
"Jack","Urban sociology","Fall",2021,"Renaldo Dabner",94.10152158
"Jason","Big Data","Spring",2021,"Renaldo Dabner",93.10756096
"Lee","Python2","Fall",2021,"Renaldo Dabner",86.15611777
"Sue","Commercial Law","Spring",2021,"Renaldo Dabner",81.18105966
"Tony","Modern History","Fall",2021,"Renaldo Dabner",87.74488388
"Cindy","Accounting","Fall",4047,"Renelle Devereu",136.0152054
"Cindy","Financial Modeling","Spring",4047,"Renelle Devereu",135.87757716
"Jill","Environmental Ethics","Spring",2023,"Renelle Devereu",82.8053909
"Jimmy","Counseling Psychology","Spring",2023,"Renelle Devereu",76.78467384
"Lee","Python2","Fall",2023,"Renelle Devereu",68.7699064
"Peter","General Biology","Fall",2023,"Renelle Devereu",74.90558963
"Tim","Investment","Spring",2023,"Renelle Devereu",81.85471925
"Tina","Big Data","Spring",2023,"Renelle Devereu",77.88437728
"Tony","Modern History","Spring",2023,"Renelle Devereu",75.11004602
"Andrew","Investment","Spring",2019,"Rhona Catton",76.43742219
"Cindy","Financial Modeling","Fall",4043,"Rhona Catton",140.8500584
"Jill","Environmental Ethics","Fall",2019,"Rhona Catton",73.4449818
"Lee","Statistics","Fall",2019,"Rhona Catton",67.94562595
"Peter","General Biology","Spring",2019,"Rhona Catton",77.72991525
"Sue","Commercial Law","Fall",2019,"Rhona Catton",68.34177618
"Tim","Accounting","Fall",2019,"Rhona Catton",75.15748893
"Tina","Big Data","Spring",2019,"Rhona Catton",71.89140128
"Tony","Modern History","Fall",2019,"Rhona Catton",81.27899825
"Antony","Communication","Fall",4044,"Ric Yesipov",170.77480074
"Jimmy","Counseling Psychology","Fall",2020,"Ric Yesipov",80.50072416
"Antony","Communication","Fall",4045,"Ricca Rosebotham",136.64201224
"Andrew","Investment","Fall",2022,"Rich Cridlan",73.31039648
"Antony","Communication","Spring",4046,"Rich Cridlan",167.03406716
"Fiona","Financial Modeling","Fall",2022,"Rich Cridlan",68.60212678
"Jack","US History","Fall",2022,"Rich Cridlan",74.76103943
"Jimmy","Counseling Psychology","Fall",2022,"Rich Cridlan",77.87555199
"Lee","Statistics","Spring",2022,"Rich Cridlan",73.4439662
"Andrew","Investment","Spring",2021,"Richart Troyes",71.93660354
"Antony","Communication","Spring",4045,"Richart Troyes",158.45976028
"Cindy","Accounting","Spring",4045,"Richart Troyes",140.84318562
"Fiona","Financial Modeling","Fall",4045,"Richart Troyes",139.5751021
"Jimmy","Counseling Psychology","Spring",2021,"Richart Troyes",75.72581499
"Sue","Commercial Law","Spring",2021,"Richart Troyes",70.10914454
"Tony","Modern History","Fall",2021,"Richart Troyes",75.65741026
"Wang","Statistics","Fall",2021,"Richart Troyes",68.14326359
"Antony","Communication","Fall",4047,"Richmond Scotter",136.4703183
"Fiona","Financial Modeling","Fall",2023,"Richmond Scotter",69.37273726
"Jack","US History","Fall",2023,"Richmond Scotter",77.8331493
"Jack","Urban sociology","Fall",2023,"Richmond Scotter",78.93002038
"Jill","Environmental Ethics","Fall",2023,"Richmond Scotter",76.41828497
"Jimmy","Counseling Psychology","Fall",2023,"Richmond Scotter",83.83161717
"Lee","Python2","Fall",2023,"Richmond Scotter",79.5095038
"Lee","Statistics","Spring",2023,"Richmond Scotter",69.36792326
"Peter","General Biology","Spring",2023,"Richmond Scotter",76.61924241
"Sue","Commercial Law","Spring",2023,"Richmond Scotter",76.35681094
"Tim","Investment","Spring",2023,"Richmond Scotter",73.27353473
"Tony","Modern History","Spring",2023,"Richmond Scotter",77.09940071
"Jason","Big Data","Fall",2023,"Rickard Mewitt",79.13569693
"Lee","Data Visualization","Fall",2023,"Rickard Mewitt",76.04202819
"Andrew","Investment","Fall",2020,"Rik Bottinelli",86.66105127
"Cindy","Accounting","Spring",4044,"Rik Bottinelli",142.01528974
"Cindy","Financial Modeling","Fall",4044,"Rik Bottinelli",134.19671208
"Jack","US History","Fall",2020,"Rik Bottinelli",73.60603309
"Jack","Urban sociology","Fall",2020,"Rik Bottinelli",70.90055874
"Jason","Big Data","Fall",2020,"Rik Bottinelli",72.54368221
"Jill","Environmental Ethics","Fall",2020,"Rik Bottinelli",74.68620124
"Jimmy","Counseling Psychology","Fall",2020,"Rik Bottinelli",77.76961766
"Lee","Data Visualization","Spring",2020,"Rik Bottinelli",67.40042099
